DonorName,AcceptorName,DonorSMILES,AcceptorSMILES,V_OC,J_SC,PCE,FF_percent,HOMO_D,LUMO_D,HOMO_A,LUMO_A,Lambda+,Lambda-,PubYear,DOI,source,orbital_label_type,split
PM2,ITIC-Th,CCCCCCCCCCC(CCCCCCCC)Cc1ccc(-c2c3cc(-c4cnc(-c5cc6c(s5)-c5sc(-c7nccc8nsnc78)cc5C6(CC(CC)CCCC)CC(CC)CCCC)c5nsnc45)sc3c(-c3ccc(CC(CCCCCCCC)CCCCCCCCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)s1,0.926,16.35,9.33,61.6,-5.3,-3.9,-5.673,-3.909,,,2022.0,10.1002/solr.202200135,opvdb_experimental,electrochemical,training
PM6,PZC16,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,C#Cc1ccc2c(c1)C(=O)/C(=C/c1sc3c(sc4c5c6nc7cc(F)c(F)cc7nc6c6c7sc8c(CCCCCCCCCCC)c(/C=C9\C(=O)c%10ccccc%10C9=C(C#N)C#N)sc8c7n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c6c5n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c34)c1CCCCCCCCCCC)C2=C(C#N)C#N,0.861,18.98,9.22,56.65,-5.56,-3.65,-5.61,-3.81,,,2022.0,10.1002/adfm.202214248,opvdb_experimental,electrochemical,training
PM6,PAL2,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9scc(F)c9F)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,0.9,17.96,9.16,56.46,-5.56,-3.65,-5.6,-3.81,,,2022.0,10.1016/j.dyepig.2022.110180,opvdb_experimental,electrochemical,training
PIDT-phanQ,Y6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sccc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3cccc5nc6c7ccccc7c7ccccc7c6nc35)sc2-4)cc1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.73,18.5,9.07,67.2,-5.28,-3.61,-5.65,-4.09,,,2022.0,10.1016/j.polymer.2022.124867,opvdb_experimental,electrochemical,training
PBTIBDTT,ITIC,CCCCCCCCCCc1ccsc1-c1cc2c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c3cc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4CCCCCCCCCC)sc3c2s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.98,13.99,9.0,65.65,-5.47,-3.6,-5.576,-3.916,,,2022.0,10.1039/d2nj06130a,opvdb_experimental,electrochemical,training
PBDB-T,O-IDTBR,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nsnc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,0.96,14.6,8.9,61.0,-5.33,-3.48,-5.52,-3.89,,,2022.0,10.1039/d2tc05127c,opvdb_experimental,electrochemical,training
PTzBT,IT-4F,CCCCCCCCC(CCCCCC)Cc1ccsc1-c1nc2sc(-c3sc(-c4cc(CC(CCCC)CCCCCC)c(-c5nc6sc(-c7sccc7CC(CCCC)CCCCCC)nc6s5)s4)cc3CC(CCCCCC)CCCCCCCC)nc2s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.87,14.3,8.7,69.0,-5.12,-2.76,-5.66,-4.14,,,2022.0,10.1002/aenm.202203443,opvdb_experimental,electrochemical,training
PBDBT,PF5-Y5,CCCCC(CC)Cc1sc(-c2c3cc(-c4cccc5nsnc45)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3ccsc23)cc1Cl,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cc%10c(-c%11cc(CCCCCC)c(CC(CC)CCCC)s%11)c%11sccc%11c(-c%11cc(CCCCCC)c(CC(CC)CCCC)s%11)c%10s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.92,15.7,8.66,60.0,-5.33,-3.48,-5.52,-3.84,,,2022.0,10.1002/solr.202201134,opvdb_experimental,electrochemical,training
PTBD-BZ,PNDIOD-30Se,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5sc6c(-c7ccc(SCC(CCCC)CCCCCC)s7)c7ccsc7c(-c7ccc(SCC(CCCC)CCCCCC)s7)c6c5s4)s3)c2n1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6ccc(-c7cc8c9c(c(-c%10ccc[se]%10)cc%10c9c7C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%10=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)s6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.91,11.58,6.42,60.94,-5.4,-3.59,-5.83,-4.3,,,2022.0,10.1016/j.dyepig.2022.110081,opvdb_experimental,electrochemical,training
PTB7-Th,NDI-TR,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCC(CC)CN1C(=O)c2cc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)s3)c3c4c(cc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)s5)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,0.64,7.01,3.07,69.0,-5.21,-3.6,-5.81,-3.95,,,2022.0,10.1016/j.synthmet.2022.117189,opvdb_experimental,electrochemical,training
P4T2F-HD,Y6,CCCCCCCCC(CCCCCC)Cc1csc(-c2cc(CC(CCCCCC)CCCCCCCC)c(-c3cc(F)c(-c4sccc4F)s3)s2)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.78,9.64,2.9,38.2,-5.35,-3.43,-5.65,-4.09,,,2022.0,10.1002/adfm.202201142,opvdb_experimental,electrochemical,training
P132,BThIND-Cl,CCCCCCCCCCCc1nc(-c2c3cc(-c4scc5c4C(=O)N(CC(CC)CCCC)C5=O)sc3c(-c3nc(CCCCCCCCCCC)c(CCCCCCCCCCC)s3)c3ccsc23)sc1CCCCCCCCCCC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(Cl)ccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4cc(Cl)ccc4C2=C(C#N)C#N)sc1-3,0.99,21.78,15.52,72.0,-5.54,-3.38,-5.64,-3.96,,,2022.0,10.1002/ente.202200215,opvdb_experimental,electrochemical,training
DTTz-40,BTP-eC9,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nn(CC(CC)CCCC)nc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sc(-c9sc(-c%10cc%11c%12nsnc%12c%12cc(-c%13cc(CC(CCCC)CCCCCC)c(-c%14cc%15c(-c%16cc(F)c(CC(CC)CCCC)s%16)c%16sccc%16c(-c%16cc(F)c(CC(CC)CCCC)s%16)c%15s%14)s%13)sc%12c%11s%10)cc9CC(CCCC)CCCCCC)cc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.86,24.63,15.57,71.3,-5.5,-3.52,-5.665,-4.165,,,2022.0,10.1021/acs.macromol.2c01974,opvdb_experimental,electrochemical,training
PBDB-T,PTz-C11,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nn(C)nc3c3c4sc5c(CCCCCCCCCCC)c(C/C=C6/C(=O)c7cc(-c8cccs8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.882,25.4,15.59,69.6,-5.33,-3.48,-5.56,-3.8,,,2022.0,10.1002/aenm.202203044,opvdb_experimental,electrochemical,training
P134,Y6,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2nc3c4ccsc4c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4c3nc2C1=O,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.88,24.68,15.42,71.0,-5.38,-3.48,-5.65,-4.09,,,2022.0,10.1002/marc.202200060,opvdb_experimental,electrochemical,training
PM6,Y26,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,0.848,23.17,15.44,78.64,-5.56,-3.65,-5.58,-4.03,,,2022.0,10.1039/d2ta07239d,opvdb_experimental,electrochemical,training
PM6,PYTH-A,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)/C(=C/c5sc7c(sc8c9c%10nsnc%10c%10c%11sc%12c(CCCCCCCCCCC)c(/C=C%13\C(=O)c%14ccccc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%10c9n(CC(CCCCCCCC)CCCCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7/C(=O)c8cc(-c9ccc(CCCCCCc%10cccs%10)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,0.943,22.89,15.39,71.28,-5.56,-3.65,-5.7,-3.89,,,2022.0,10.1002/adma.202208008,opvdb_experimental,electrochemical,training
PTQ10,BTP-Se,CCCCCCCCC(CCCCCC)COc1cnc2c(-c3cccs3)c(F)c(F)cc2n1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(/C=C/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.871,23.6,15.3,74.6,-5.54,-2.92,-5.64,-4.04,,,2022.0,10.1016/j.cej.2022.135998,opvdb_experimental,electrochemical,training
P135,Y6,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(c3cc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sccc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)sc3c3sccc23)C1=O,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.87,24.46,15.11,71.0,-5.52,-3.32,-5.65,-4.09,,,2022.0,10.1002/ente.202201211,opvdb_experimental,electrochemical,training
D18,Y6-1O,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCCCOc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,0.89,23.49,15.19,72.4,-5.51,-2.77,-5.71,-3.84,,,2022.0,10.1002/aenm.202201850,opvdb_experimental,electrochemical,training
P126,Y6,CCCCCCCCCCCCc1csc2c3cc4c(cc3c3sc(-c5cc6c(-c7nc(CCCCCCCCCCC)c(CCCCCCCCCCC)s7)c7sccc7c(-c7nc(CCCCCCCCCCC)c(CCCCCCCCCCC)s7)c6s5)c(CCCCCCCCCCCC)c3c12)C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C4=O,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.89,23.52,15.07,72.0,-5.53,-3.35,-5.65,-4.09,,,2022.0,10.1016/j.polymer.2022.124892,opvdb_experimental,electrochemical,training
JD40,PA-6-M,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sccc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7ccc(-c8cccs8)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.92,22.42,14.99,72.4,-5.38,-3.32,-5.67,-3.8,,,2022.0,10.1016/j.enrev.2022.100008,opvdb_experimental,electrochemical,training
T2-BTDF-(TE2),O-IDTBR,CCCCCCCCCCCCC(CCCCCCCCCC)COC(=O)c1cc(-c2cc(C(=O)OCC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c3ccc(-c4c(F)c(F)c(C)c5nsnc45)s3)s2)sc1-c1ccc(C)s1,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nsnc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,1.01,2.7,1.38,50.0,-5.66,-3.6,-5.73,-3.92,,,2019.0,10.1021/acs.chemmater.9b03327,opvdb_experimental,electrochemical,training
PPDT2FBT-A,P(NDITEG-T),COCCOCCOCCOCC(COCCOCCOCCOC)Oc1cc(-c2ccc(-c3c(F)c(F)cc4nsnc34)s2)c(OC(COCCOCCOCCOC)COCCOCCOCCOC)cc1-c1cccs1,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2ccc3c4c(c(-c5cccs5)cc(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,0.68,4.11,1.43,43.0,-5.19,-3.46,-5.72,-3.96,,,2019.0,10.1021/acsami.9b13812,opvdb_experimental,electrochemical,training
PDCBT,N2200,CCCCCCCCC(CCCCCC)COC(=O)c1csc(-c2cc(C(=O)OCC(CCCCCC)CCCCCCCC)c(-c3ccc(-c4cccs4)s3)s2)c1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.91,3.82,1.45,41.09,-5.31,-3.0,-5.71,-4.02,,,2019.0,10.1039/c9tc03142a,opvdb_experimental,electrochemical,training
P3HT,ITIC,CCCCCCc1cc(C)sc1C,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.55,5.2,1.5,52.2,-5.1,-3.2,-5.43,-3.81,,,2019.0,10.1039/c9ta90222h,opvdb_experimental,electrochemical,training
PPDT2FBT-A,P(NDITEG-T2),COCCOCCOCCOCC(COCCOCCOCCOC)Oc1cc(-c2ccc(-c3c(F)c(F)cc4nsnc34)s2)c(OC(COCCOCCOCCOC)COCCOCCOCCOC)cc1-c1cccs1,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,0.71,4.53,1.56,43.0,-5.19,-3.46,-5.44,-3.93,,,2019.0,10.1021/acsami.9b13812,opvdb_experimental,electrochemical,training
P3HT,BTDT2R,CCCCCCc1ccsc1,CCCCCCOc1c(OCCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,0.81,9.42,5.09,67.0,-5.01,-3.12,-5.61,-3.73,,,2019.0,10.1021/acsami.9b09256,opvdb_experimental,electrochemical,training
P3HT,BTDT2R,CCCCCCc1cc(C)sc1C,CCCCCCOc1c(OCCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,0.81,9.42,5.09,67.0,-5.14,-3.14,-5.61,-3.8,,,2019.0,10.1021/acsami.9b09256,opvdb_experimental,electrochemical,training
PTPD,Y6,CCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)s4)sc3c(-c3ccc(CCCCCCCC)s3)c3ccsc23)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.65,20.8,5.1,37.7,-5.05,-3.19,-5.63,-4.3,,,2019.0,10.1021/acsenergylett.9b02842,opvdb_experimental,electrochemical,training
PBDB-T,Ph-DTDPi-OT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCOc1cc(-c2cc3c(s2)-c2cc4c(cc2OC3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(OCCCCCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s3)cc2C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)O4)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,0.9,18.67,11.38,67.5,-5.33,-3.48,-5.55,-3.9,,,2019.0,10.1021/acsami.9b19676,opvdb_experimental,electrochemical,training
P1,ITIC-Th,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c(C(=O)OC)c4F)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1cc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cs1,1.01,17.66,11.39,63.1,-5.6,-3.65,-5.66,-3.93,,,2019.0,10.1002/advs.201901773,opvdb_experimental,electrochemical,training
44TT,PCBM,CCCCN(CCCC)C(=O)c1ccsc1-c1cc(C(=O)N(CCCC)CCCC)c(-c2cc3sccc3s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,0.82,4.8,1.59,41.0,-5.4,-3.35,-6.1,-3.7,,,2019.0,10.1039/c9ra06909g,opvdb_experimental,electrochemical,training
PBDT-F-3T2C,IT-4F,CCCCCCCCCCOC(=O)c1ccsc1-c1ccc(-c2sc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sccc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)cc2C(=O)OCCCCCCCCCC)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.852,20.12,11.67,68.09,-5.53,-3.56,-5.66,-4.14,,,2019.0,10.1016/j.orgel.2019.04.011,opvdb_experimental,electrochemical,training
J71,m-ITIC,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sccc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c2n1,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,0.94,17.53,11.73,71.2,-5.39,-3.24,-5.53,-3.95,,,2019.0,10.1021/acs.macromol.9b00484,opvdb_experimental,electrochemical,training
PNTz4T-1F,PC71BM,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1csc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5ccc(-c6sccc6F)s5)s4)c4nsnc43)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.78,20.37,11.77,73.0,-5.29,-3.7,-5.9,-3.9,,,2019.0,10.1039/c9ta08960h,opvdb_experimental,electrochemical,training
