DonorName,AcceptorName,DonorSMILES,AcceptorSMILES,V_OC,J_SC,FF_percent,PCE,HOMO_D,LUMO_D,HOMO_A,LUMO_A,Lambda+,Lambda-,PubYear,DOI,Source_Database
PBDB-TF,TRID-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4[se]c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.873,18.37,73.9,12.33,-5.45,-3.65,-5.52,-3.9,,,2019,10.1021/acs.chemmater.9b01242,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
J52-Cl,Y6,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sccc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.84,23.77,61.4,12.31,-5.39,-3.45,-5.65,-4.09,,,2019,10.1021/acs.macromol.9b01233,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,IPTTT-2F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(sc6cc(/C=C7\C(=O)c8cc(F)ccc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,0.894,20.0,69.3,12.3,-5.33,-3.48,-5.4,-4.07,,,2019,10.1039/c9ta07634d,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PDBT-Cl,IT-4F,CCCCCCCCc1sc(-c2c3sc4cc(-c5ccc(-c6sc(-c7cccs7)c7c6C(=O)c6c(CC(CC)CCCC)sc(CC(CC)CCCC)c6C7=O)s5)sc4c3c(-c3cc(Cl)c(CCCCCCCC)s3)c3sc4ccsc4c23)cc1Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.82,22.3,69.0,12.3,-5.41,-3.56,-5.69,-4.07,,,2019,10.1039/c9qm00212j,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTQ10,ITIC,CCCCCCCCC(CCCCCC)COc1cnc2c(C)c(F)c(F)c(-c3ccc(C)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.026,17.3,59.3,10.9,-5.54,-2.98,-5.51,-3.84,,,2019,10.1021/acsami.9b22666,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBZ-2Si,IT-M,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)s6)c6sccc6c(-c6ccc(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,0.88,17.5,71.01,10.88,-5.26,-3.32,-5.58,-3.98,,,2019,10.1021/acsami.9b08722,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTzBI,N2200,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nn(CCCCCCCC)nc3c2-c2cccs2)C1=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.83,17.4,75.0,10.86,-5.34,-3.46,-5.71,-4.02,,,2019,10.1002/solr.201900385,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
p-PBDTPS-FTAZ,ITIC,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)cc6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.88,17.91,66.1,10.86,-5.32,-3.36,-5.6,-3.85,,,2019,10.1021/acsami.9b07112.s001,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PDCBT-F,ITIC-Th1,CCOC(=O)c1csc(-c2cc(C(=O)OCC)c(-c3cc(F)c(-c4ccc(-c5sc(-c6cc(C(=O)OCC)c(-c7cc(F)c(-c8ccc(-c9sc(-c%10cc(C(=O)OCC)c(-c%11cc(F)c(-c%12cccs%12)s%11)s%10)cc9C(=O)OCC)s8)s7)s6)cc5C(=O)OCC)s4)s3)s2)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc23)s1,0.93,17.52,66.2,10.85,-5.32,-2.98,-5.74,-4.01,,,2019,10.1021/acs.macromol.9b00793,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PFBTZNT,m-ITIC,CCCCCCC(CCCC)Cn1nc2c(-c3cccs3)cc3c(cc(-c4ccc(-c5cc6c(-c7cc(F)c(CC(CC)CCCC)s7)c7sccc7c(-c7cc(F)c(CC(CC)CCCC)s7)c6s5)s4)c4nn(CC(CCCC)CCCCCC)nc43)c2n1,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,0.91,16.98,68.72,10.85,-5.47,-3.2,-5.52,-3.82,,,2019,10.1039/c9tc00403c,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,BDCPDT-BC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(sc6ccccc56)C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(/C=C3\C(=O)c4c(sc5ccccc45)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.92,18.31,62.5,10.82,-5.36,-3.54,-5.4,-3.85,,,2019,10.1021/acsami.9b08462.s001,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
J76,m-ITIC,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc[se]3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sccc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)[se]3)c2n1,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,0.91,17.04,71.17,10.81,-5.41,-3.66,-5.52,-3.82,,,2019,10.1021/acs.macromol.9b00484,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,ATT-5,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5sc(C(=O)OCC(CC)CCCC)cc45)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2sc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4sc(C(=O)OCC(CC)CCCC)cc24)sc1-3,0.927,18.56,70.0,12.36,-5.33,-2.92,-5.41,-3.6,,,2019,10.1021/acsami.9b10641,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,FOC2C6-2FIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)COc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(F)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,0.87,19.66,72.1,12.36,-5.33,-3.48,-5.51,-3.84,,,2019,10.1021/acsami.9b18076,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-TF,FBDT-4Cl,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc3-c3sc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5c6c(sc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4c32)-c2sc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.884,19.51,70.0,12.36,-5.5,-3.61,-5.7,-3.91,,,2019,10.1039/c9ta06311k,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTBD-BZ,TBDB-Ph,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5sc6c(-c7ccc(SCC(CCCC)CCCCCC)s7)c7ccsc7c(-c7ccc(SCC(CCCC)CCCCCC)s7)c6c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4/C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(sc5c(-c6ccc(SCC(CC)CCCC)cc6)c6c7c(sc6c(-c6ccc(SCC(CC)CCCC)cc6)c54)-c4sc(/C=C5/C(=O)c6ccccc6C5=C(C#N)C#N)cc4C7(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c32)cc1,0.923,17.94,65.0,10.92,-5.4,-3.59,-5.44,-3.74,,,2019,10.1021/acsami.9b14981,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T-SF,ITCC,CCCCC(CC)CSc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(SCC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sccc5C4=C(C#N)C#N)sc23)cc1,0.981,18.11,61.5,10.92,-5.57,-3.67,-5.6,-3.92,,,2019,10.1039/c9mh00844f,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,ITC-2Br,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sc(Br)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(Br)cc5C4=C(C#N)C#N)sc23)cc1,1.03,15.4,68.8,10.9,-5.56,-3.65,-5.73,-3.93,,,2019,10.1016/j.nanoen.2019.104146,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PB3TCN-EH-DMO,IT-4F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5sc(-c6cc(CCC(C)CCCC(C)C)cs6)c(C#N)c5C#N)cc4CCC(C)CCCC(C)C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.92,19.5,62.0,10.9,-5.55,-3.55,-5.66,-4.14,,,2019,10.1002/aenm.201904247,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBT1-C,IT-4F,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CCCC)CCCCCC)cc3)c3ccsc23)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.79,19.03,70.5,10.9,-5.43,-3.37,-5.66,-4.14,,,2019,10.1016/j.nanoen.2019.01.039,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PT-68,ITIC,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4ccc(/C(C#N)=C/c5cc(OCC(CCCCCC)CCCCCCCC)c(/C=C(\C#N)c6ccc(C)s6)cc5OCC(CCCCCC)CCCCCCCC)s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.02,11.49,46.1,5.44,-5.48,-3.76,-5.6,-3.99,,,2019,10.1016/j.polymer.2019.121580,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PNT4Se-OD,PC71BM,CCCCCCCCCCC(CCCCCCCC)Cc1c[se]c(-c2cc3c(cc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5ccc(-c6ccc[se]6)[se]5)[se]4)c4nsnc43)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.56,15.84,61.36,5.44,-5.18,-3.79,-6.0,-3.9,,,2019,10.1021/acsami.9b00083,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTAZ-TPD10-C8,[70]PCBM,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(CCCCCCCC)c(CCCCCCCC)s9)c9sc(-c%10scc%11c%10C(=O)N(CCCCCCCC)C%11=O)cc9c(-c9cc(CCCCCCCC)c(CCCCCCCC)s9)c8s7)s6)c6nn(CC(CC)CCCC)nc56)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3ccsc23)sc1CCCCCCCC,CCCCC(=O)OCC1(C2=CC=CC=C2)C3=CC=CC4=CC=CC5=CC=CC6=CC=C7C=CC=CC8=CC=CC1=C8C7=C6C5=C4C3,0.82,10.3,64.0,5.4,-5.27,-3.23,-6.1,-3.9,,,2019,10.1002/aenm.201901740,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PDTBDT-BZ,TBDB-Na,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5sc6c(-c7ccc(SCC(CCCC)CCCCCC)s7)c7c(sc8cc(C)sc87)c(-c7ccc(SCC(CCCC)CCCCCC)s7)c6c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4/C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc3-c3sc4c(sc5c(-c6ccc(SCC(CC)CCCC)cc6)c6c7c(sc6c(-c6ccc(SCC(CC)CCCC)cc6)c54)-c4sc(/C=C5/C(=O)c6cc8ccccc8cc6C5=C(C#N)C#N)cc4C7(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c32)cc1,0.878,11.08,52.8,5.38,-5.32,-3.51,-5.45,-3.77,,,2019,10.1021/acsami.9b14981,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
SM2,IDIC,CCCCCCCCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc(-c6ccc(-c7ccc8c9c(cccc79)C(=O)N(CCCCCCCCCCCC)C8=O)s6)c(F)c5)s4)ccc(c23)C1=O,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,0.77,10.77,64.4,5.32,-5.98,-3.62,-5.69,-3.91,,,2019,10.1002/solr.201900528,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,IEPC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)Cc1ccc(C2(c3ccc(CC(CC)CCCC)cc3)c3cc(-c4ccc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CC(CC)CCCC)s4)ccc3-c3sc(-c4sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc4CC(CC)CCCC)cc32)cc1,1.0,11.55,45.54,5.26,-5.33,-3.48,-5.72,-3.96,,,2019,10.1016/j.dyepig.2019.107555,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PNT2Se2Th-OD,PC71BM,CCCCCCCCCCC(CCCCCCCC)Cc1c[se]c(-c2cc3c(cc(-c4cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c5ccc(-c6cccs6)s5)[se]4)c4nsnc43)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.65,15.39,52.04,5.23,-5.28,-3.82,-6.0,-3.9,,,2019,10.1021/acsami.9b00083,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTTTz,PC71BM,CCCCCCCCCCC(CCCCCCCC)Cc1ccsc1-c1cc(F)c(-c2sc(-c3sc(-c4nncnn4)cc3CC(CCCCCCCC)CCCCCCCCCC)cc2F)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.02,8.04,62.9,5.16,-5.63,-3.75,-5.9,-3.9,,,2019,10.1016/j.dyepig.2019.107717,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDT-F-TzBI,ITIC,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sccc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c3nn(CC(CC)CCCC)nc3c2-c2cccs2)C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.93,18.1,72.0,12.12,-5.97,-3.63,-5.576,-3.916,,,2019,10.1039/c9ta06385d,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
TPD-3,IT-4F,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)N(CCCCCCCC)C6=O)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.8,20.1,75.3,12.1,-5.14,-3.32,-5.66,-4.14,,,2019,10.1016/j.joule.2019.11.006,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,IT-2F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.83,18.62,71.0,12.08,-5.33,-3.48,-5.64,-4.05,,,2019,10.1016/j.solener.2019.11.074,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,FOC6-FIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(F)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,0.89,19.18,70.9,12.08,-5.33,-3.48,-5.47,-3.81,,,2019,10.1021/acsami.9b18076,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
